timestamp,TECell_PV,PSCurrent_PV,PSVoltage_PV,FT201_PV,HTR201_PV,TE201_PV,CT201_PV,CT210_PV,Cell1_Voltage,Cell2_Voltage,Cell3_Voltage,PT201_PV,PT302_PV,HCD220_PV,step
2025-09-27T02:31:48.898Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:49.901Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:50.902Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:51.905Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:52.905Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:53.905Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:54.907Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:55.909Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:56.906Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:57.906Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:58.907Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:31:59.912Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:00.910Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:01.911Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:02.917Z,59.4,21.1,1.902,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:03.912Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:04.916Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:05.917Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:06.919Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:07.918Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:08.919Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:09.922Z,59.4,21.1,1.901,50.4,0,59.6,0,0,0,0,0,0,0,0,66
2025-09-27T02:32:10.923Z,59.4,21.1,1.901,49.6,0,59.6,0,0,0,0,0,0,0,0,66
