timestamp,TECell_PV,PSCurrent_PV,PSVoltage_PV,FT201_PV,HTR201_PV,TE201_PV,CT201_PV,CT210_PV,Cell1_Voltage,Cell2_Voltage,Cell3_Voltage,PT201_PV,PT302_PV,HCD220_PV,step
2025-09-29T13:32:34.840Z,59.9,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:35.842Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:36.840Z,59.9,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:37.843Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:38.841Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:39.844Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:40.849Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:41.851Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:42.847Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:43.850Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:44.849Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:45.851Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:46.853Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:47.858Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:48.856Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:49.853Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:50.860Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:51.857Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:52.861Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:53.858Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:54.861Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:55.862Z,59.9,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:56.864Z,59.9,21.1,1.928,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:57.866Z,59.9,21.1,1.929,49.6,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:58.863Z,59.9,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:32:59.865Z,59.8,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:00.862Z,59.8,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:01.870Z,59.8,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:02.865Z,59.8,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:03.865Z,59.8,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:04.865Z,59.8,21.1,1.928,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:05.868Z,59.8,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:06.867Z,59.8,21.1,1.93,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:07.866Z,59.8,21.1,1.928,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:08.871Z,59.8,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:09.871Z,59.8,21.1,1.929,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:10.872Z,59.8,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:11.871Z,59.8,21.1,1.929,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:12.873Z,59.8,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:13.872Z,59.8,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:14.875Z,59.8,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:15.875Z,59.8,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:16.878Z,59.8,21.1,1.929,49.6,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:17.878Z,59.8,21.1,1.93,49.6,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:18.880Z,59.8,21.1,1.93,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:19.886Z,59.8,21.1,1.93,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:20.880Z,59.8,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:21.883Z,59.8,21.1,1.93,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:22.883Z,59.8,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:23.883Z,59.8,21.1,1.93,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:24.890Z,59.8,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:25.887Z,59.8,21.1,1.93,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:26.890Z,59.8,21.1,1.93,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:27.888Z,59.8,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:28.888Z,59.8,21.1,1.93,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:29.894Z,59.8,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:30.891Z,59.8,21.1,1.93,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:31.887Z,59.8,21.1,1.93,49.6,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:32.898Z,59.8,21.1,1.929,50.4,0,60.1,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:33.894Z,59.8,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:34.895Z,59.8,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:35.895Z,59.8,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:36.895Z,59.7,21.1,1.93,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:37.896Z,59.7,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:38.900Z,59.7,21.1,1.929,49.6,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:39.899Z,59.7,21.1,1.929,50.4,0,60,0,0,0,0,0,0,0,0,66
2025-09-29T13:33:40.898Z,59.7,21.1,1.931,49.6,0,60,0,0,0,0,0,0,0,0,66
