timestamp,TECell_PV,PSCurrent_PV,PSVoltage_PV,FT201_PV,HTR201_PV,TE201_PV,CT201_PV,CT210_PV,Cell1_Voltage,Cell2_Voltage,Cell3_Voltage,PT201_PV,PT302_PV,HCD220_PV,step
2025-09-26T20:31:42.786Z,62.1,52.9,2.119,50.4,0,60.3,0,0,0,0,0,0,0,0,41
2025-09-26T20:31:43.790Z,62.1,52.9,2.119,49.6,0,60.3,0,0,0,0,0,0,0,0,41
2025-09-26T20:31:44.799Z,62.1,52.9,2.119,49.6,0,60.3,0,0,0,0,0,0,0,0,41
2025-09-26T20:31:45.791Z,62.1,52.9,2.119,50.4,0,60.3,0,0,0,0,0,0,0,0,41
2025-09-26T20:31:46.788Z,62.1,52.9,2.119,49.6,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:47.792Z,62.1,52.9,2.119,49.6,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:48.796Z,62.1,52.9,2.119,50.4,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:49.793Z,62.1,63.4,2.193,50.4,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:50.799Z,62.1,63.4,2.191,49.6,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:51.792Z,62.1,63.4,2.188,50.4,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:52.792Z,62.1,63.4,2.186,49.6,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:53.801Z,62.1,63.4,2.183,49.6,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:54.800Z,62.1,63.4,2.183,50.4,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:55.797Z,62.2,63.4,2.181,50.4,0,60.3,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:56.798Z,62.2,63.4,2.18,49.6,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:57.798Z,62.2,63.4,2.18,50.4,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:58.800Z,62.2,63.4,2.178,50.4,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:31:59.802Z,62.2,63.4,2.176,49.6,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:32:00.803Z,62.2,63.4,2.177,50.4,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:32:01.803Z,62.3,63.4,2.176,49.6,0,60.2,0,0,0,0,0,0,0,0,42
2025-09-26T20:32:02.805Z,62.3,63.4,2.176,50.4,0,60.2,0,0,0,0,0,0,0,0,42
