timestamp,TECell_PV,PSCurrent_PV,PSVoltage_PV,FT201_PV,HTR201_PV,TE201_PV,CT201_PV,CT210_PV,Cell1_Voltage,Cell2_Voltage,Cell3_Voltage,PT201_PV,PT302_PV,HCD220_PV,step
2025-09-24T18:18:15.885Z,61.3,1.2,1.561,49.6,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:16.894Z,61.3,1.2,1.562,49.6,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:17.886Z,61.3,1.2,1.564,49.6,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:18.886Z,61.3,1.2,1.564,50.4,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:19.891Z,61.3,1.2,1.564,50.4,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:20.890Z,61.3,1.2,1.563,49.6,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:21.893Z,61.2,1.2,1.561,50.4,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:22.894Z,61.2,1.2,1.56,49.6,0,59.2,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:23.895Z,61.2,1.2,1.56,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:24.896Z,61.2,1.2,1.56,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:25.896Z,61.2,1.2,1.561,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:26.902Z,61.2,1.2,1.562,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:27.897Z,61.2,1.2,1.564,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:28.905Z,61.2,1.2,1.564,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:29.899Z,61.2,1.2,1.564,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:30.902Z,61.2,1.2,1.563,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:31.903Z,61.2,1.2,1.561,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:32.901Z,61.2,1.2,1.56,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:33.906Z,61.2,1.2,1.56,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:34.904Z,61.1,1.2,1.56,50.4,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:35.908Z,61.1,1.2,1.561,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:36.908Z,61.1,1.2,1.563,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:37.904Z,61.1,1.2,1.564,49.6,0,59.3,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:38.909Z,61.1,1.2,1.564,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:39.911Z,61.1,1.2,1.564,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:40.909Z,61.1,1.2,1.563,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:41.911Z,61.1,1.2,1.561,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:42.913Z,61.1,1.2,1.56,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:43.912Z,61.1,1.2,1.56,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:44.909Z,61.1,1.2,1.56,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:45.917Z,61.1,1.2,1.561,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:46.913Z,61.1,1.2,1.563,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:47.916Z,61.1,1.2,1.564,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:48.916Z,61,1.2,1.564,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:49.922Z,61,1.2,1.564,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:50.923Z,61,1.2,1.561,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:51.922Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:52.922Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:53.924Z,61,1.2,1.561,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:54.923Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:55.929Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:56.927Z,61,1.2,1.561,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:57.930Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:58.926Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:18:59.925Z,61,1.2,1.56,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:00.929Z,61,1.2,1.561,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:01.933Z,61,1.2,1.561,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:02.927Z,60.9,1.2,1.559,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:03.934Z,60.9,1.2,1.56,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:04.932Z,60.9,1.2,1.559,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:05.934Z,60.9,1.2,1.559,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:06.935Z,60.9,1.2,1.559,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:07.935Z,60.9,1.2,1.559,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:08.932Z,60.9,1.2,1.559,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:09.931Z,60.9,1.2,1.559,50.4,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:10.936Z,60.9,1.2,1.559,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:11.938Z,60.9,1.2,1.559,49.6,0,59.4,0,0,0,0,0,0,0,0,6
2025-09-24T18:19:12.938Z,60.9,1.2,1.559,50.4,0,59.4,0,0,0,0,0,0,0,0,6
